1167908324,A man stands next to three video machines .,800,"slot, one-armed bandit","person,tv,using,remote,controller,-not,gaming-,man,hold,open,blue,white","man,stand,video,machine"
1176580356,A big dog catches a ball on his nose,191,"Airedale, Airedale terrier","sport,ball,dog,playing,basketball,dog,stand,frisbee","big,dog,catch,ball,nose"
118647903,"Two soccer players , one in red , the other in white , racing towards a soccer ball .",805,soccer ball,"sport,ball,person,kicking,soccer,ball,boy,play,soccer,soccer,field","soccer,player,red,white,race,soccer,ball"
118668756,A little boy kicking a rubber ball .,805,soccer ball,"sport,ball,person,kicking,soccer,ball,boy,play,soccer,grass","little,boy,kick,rubber,ball"
1187435567,A small brown and black dog playing with a toy,201,"silky terrier, Sydney silky","bed,dog,curling,hair,small,dog,sit,couch","small,brown,black,dog,play,toy"
1188199432,Five little kids are taking a ride in some type of amusement park .,417,balloon,"train,person,swinging,on,something,group,people,stand,build","little,kid,take,ride,type,amusement,park"
1193116658,A girl rides a unicycle with a child who rides a scooter .,880,"unicycle, monocycle","bicycle,person,riding,scooter,man,ride,bike,street","girl,ride,unicycle,child,ride,scooter"
1199847613,Men and women wearing white swim caps giving each other piggyback rides .,433,"bathing cap, swimming cap","person,playing,didgeridoo,group,people,sit,cell,phone","man,woman,wear,white,swim,cap,give,piggyback,ride"
1215804065,Someone parasailing with a green parachute that has a face on the top of it,701,"parachute, chute","kite,person,brushing,teeth,person,fly,kite,water","parasaile,green,parachute,face"
121800200,Many people are climbing the mountain surrounded by pretty green trees .,972,"cliff, drop, drop-off",",rock,climbing,group,people,stand,middle,road","people,climb,mountain,surround,green,tree"
1222322358,A child looking back on a fast moving swing .,843,swing,"person,swinging,on,something,young,girl,hold,camera,camera","child,look,fast,move,swing"
122301379,Two men with a chainsaw fell trees in a leafless forest .,491,"chain saw, chainsaw","person,playing,accordion,man,stand,forest,tree,tree","man,chainsaw,fall,tree,leafless,forest"
122958692,"Tennis player uses backhand in a match , possibly a doubles match .",752,"racket, racquet","sport,ball,tennis,racket,person,playing,tennis,man,white,shirt,hold,tennis,racquet","tennis,player,use,backhand,match,double,match"
1230594535,"A young woman in jeans stands on a window ledge , cleaning a window .",608,"jean, blue jean, denim","person,pot,plant,eating,cake,woman,stand,mirror","young,woman,stand,window,ledge,clean,window"
1231348815,Displaying a big smile and a thumbs up this man is holding up a carriage .,612,"jinrikisha, ricksha, rickshaw","bicycle,person,boat,opening,bottle,man,elephant","display,big,smile,thumb,man,hold,carriage"
1234206849,Two women donning hats adorned with flowers pose for a picture .,808,sombrero,"person,riding,mountain,bike,woman,wear,hat,hat,hat","woman,don,hat,adorn,flower,pose,picture"
123728333,A smiling elderly man is creating pottery .,739,potter's wheel,"dining,table,person,clay,pottery,making,man,hold,old,pottery,pottery","smile,elderly,man,create,pottery"
1238849490,a crowd gathers around a lady with an acoustic guitar who is performing,879,umbrella,"umbrella,person,catching,or,throwing,frisbee,woman,hold,umbrella,hold,umbrella","crowd,gather,lady,acoustic,guitar,perform"
12393802,"A man at work , butchering a cow .",467,"butcher shop, meat market","person,playing,didgeridoo,man,stand,wooden,table,umbrella","man,work,butcher,cow"
12424190,A man sleeps in a hammock next to water and a boat .,797,sleeping bag,"bed,person,boat,bench,pressing,man,sit,bench,water","man,sleep,hammock,water,boat"
1244140539,A small dog shakes its head on a white shag carpet .,201,"silky terrier, Sydney silky","bed,chair,dog,playing,xylophone,small,dog,dog,floor","small,dog,shake,head,white,shag,carpet"
124881487,A man rides his dirt bike down a rocky trail .,671,"mountain bike, all-terrain bike, off-roader","bicycle,backpack,person,riding,mountain,bike,man,ride,bike,dirt,road","man,ride,dirt,bike,rocky,trail"
1248953128,Young girl in blue dress stepping over a soccer ball .,805,soccer ball,"bench,sport,ball,person,kicking,soccer,ball,little,girl,play,soccer,grass","young,girl,blue,dress,step,soccer,ball"
1250181412,Six people ride mountain bikes through a jungle environment .,671,"mountain bike, all-terrain bike, off-roader","bicycle,person,riding,mountain,bike,group,people,stand","people,ride,mountain,bike,jungle,environment"
1252210354,"A young man , with billowy red-hair , lines up his shot of the 9 ball on a pool table .",736,"pool table, billiard table, snooker table","sport,ball,chair,person,golf,putting,close,apple,remote,control","young,man,red,hair,line,shot,ball,pool,table"
125272627,A group of women having drinks in at a table in a cafe bookstore .,624,library,"chair,person,handbag,dine,table,bottle,cup,tasting,beer,group,people,sit,table,people","group,woman,have,drink,table,cafe,bookstore"
125319704,Person standing beside bike in stream .,671,"mountain bike, all-terrain bike, off-roader","bicycle,person,riding,mountain,bike,man,ride,bike,rock,rock","person,stand,bike,stream"
125635185,"Three children are playing outdoors , two of them on a metal barrel swing .",843,swing,"person,drinking,beer,man,sit,barrel","child,play,metal,barrel,swing"
1262077938,A woman with a handbag is sitting on a wooden bench .,703,park bench,"bench,car,person,handbag,holding,snake,woman,sit,bench,reading,book","woman,handbag,sit,wooden,bench"
126762293,A male gymnast leaps over a stack of wooden platforms .,416,"balance beam, beam","person,holding,snake,skateboard,jump,ramp,air","male,gymnast,leap,stack,wooden,platform"
1269470943,Boy is lying face down in the grass with his foot on a football .,522,croquet ball,"sport,ball,person,high,kick,young,boy,lay,ground,grass","boy,lie,face,grass,foot,football"
1271210445,A birthday celebration taking place for a girl who has reached age 5 .,470,"candle, taper, wax light","bowl,cake,person,wine,glass,blowing,out,candles,woman,sit,cake,candle","birthday,celebration,take,place,girl,reach,age"
128391889,Kids play a game of ball with paddles at the water 's edge at the beach .,842,"swimming trunks, bathing trunks","frisbee,person,surfboard,catching,or,throwing,frisbee,group,people,stand,beach,surfboard","kid,play,game,ball,paddle,water,edge,beach"
128396110,A man wearing a black helmet and a girl wearing a pink helmet are cycling together .,671,"mountain bike, all-terrain bike, off-roader","bicycle,backpack,person,riding,mountain,bike,person,ride,bike,dirt","man,wear,black,helmet,girl,wear,pink,helmet,cycle"
1287073593,"Five sled dogs are pulling a person on a sled , through the snow .",537,"dogsled, dog sled, dog sleigh","person,dog,sled,dog,racing,group,people,stand,snow,dog","sled,dog,pull,person,sled,snow"
1287982439,A dog runs through the water as he looks up at the sky with his mouth open .,209,Chesapeake Bay retriever,"dog,training,dog,brown,dog,stand,water","dog,run,water,look,sky,mouth,open"
1295476404,A smiling woman playing the harp .,594,harp,"person,tie,playing,harp,people,stand,grass,hand","smile,woman,play,harp"
129846884,A young boy pulls a car toy up a hill .,621,"lawn mower, mower","person,pushing,car,man,ride,grass","young,boy,pull,car,toy,hill"
129860826,"Outside a building , a uniformed security guard looks at the camera from behind a fence .",515,"cowboy hat, ten-gallon hat","person,tie,sharpening,knives,man,hat,hat,hat","building,uniformed,security,guard,look,camera,fence"
1303644819,A blond woman with an orange shirt is making music on a stool .,401,"accordion, piano accordion, squeeze box","suitcase,chair,person,playing,accordion,woman,stand,suitcase,build","blond,woman,orange,shirt,make,music,stool"
131090759,This image with chairs is very blurry .,603,"horse cart, horse-cart","car,bicycle,chair,person,weaving,basket,horse,draw,carriage,pull,cart,street","image,chair,blurry"
131254736,Two men are standing beside the train tracks .,820,steam locomotive,"backpack,train,person,dancing,macarena,train,travel,train,track,train","man,stand,train,track"
1316505120,"Four men , two of them with guitars , perform on a stage while several people with their hands in the air watch .",819,stage,"person,surfing,crowd,woman,stand,airport","man,guitar,perform,stage,people,hand,air,watch"
131840964,A boy is standing on a sidewalk with his bike .,880,"unicycle, monocycle","bicycle,truck,chair,person,car,riding,a,bike,man,ride,bike,road","boy,stand,sidewalk,bike"
131890223,A diver underwater having fun with a sea turtle .,983,scuba diver,"kite,person,scuba,diving,people,sit,beach","diver,underwater,have,fun,sea,turtle"
132421833,"One man , cleaning a small office with a portable vacuum cleaner .",882,"vacuum, vacuum cleaner","dining,table,person,shining,shoes,man,suit,tie,stand,door","man,clean,small,office,portable,vacuum,cleaner"
132966111,A lot of people are on the street holding balloons .,645,maypole,"umbrella,sport,ball,kite,person,making,jewelry,group,people,stand,field,kite","lot,people,street,hold,balloon"
1329832826,"People stand on a street corner at dusk , with a pharmacy in the background .",498,"cinema, movie theater, movie theatre, movie house, picture palace","car,person,traffic,light,throwing,axe,large,building,sign","people,stand,street,corner,dusk,pharmacy,background"
133087820,A person is sitting outside of a bookstore and reading .,454,"bookshop, bookstore, bookstall","bench,book,person,handbag,reading,book,man,sit,bench,book","person,sit,bookstore,reading"
133189853,A man with a shaved head is kissing another man on the cheek .,457,"bow tie, bow-tie, bowtie","person,tie,tying,bow,tie,man,black,shirt,tie","man,shave,head,kiss,man,cheek"
133243755,Many kids in white shirts are walking through a neighborhood .,617,"lab coat, laboratory coat","person,playing,trumpet,group,people,stand,tent","kid,white,shirt,walk,neighborhood"
1332815795,A little girl is swinging in a baby swing on the playground .,843,swing,"person,swinging,on,something,small,child,hold","little,girl,swinge,baby,swing,playground"
1335519498,A toddler girl swings in a yellow child 's swing .,843,swing,"person,swinging,on,something,woman,sit","toddler,girl,swing,yellow,child,swing"
133868556,This picture is of a young girl practicing gymnastics in a gym .,416,"balance beam, beam","person,boat,passing,American,football,-in,game-,man,stand,room,luggage","picture,young,girl,practice,gymnastic,gym"
1341787777,"Brown dog on grass , drinking water spray from left side of frame .",211,"vizsla, Hungarian pointer","dog,petting,animal,-not,cat-,brown,dog,stand,grass","brown,dog,grass,drink,water,spray,left,frame"
134206,Baseball players are playing on a field in a stadium filled with people .,981,"ballplayer, baseball player","baseball,glove,person,catching,or,throwing,baseball,baseball,player,stand,field","baseball,player,play,field,stadium,fill,people"
1346051107,A man plays saxophone next to a yellow fire hydrant .,776,"sax, saxophone","fire,hydrant,person,playing,saxophone,man,stand,fire,hydrant","man,play,saxophone,yellow,fire,hydrant"
1346095724,A man with a red and black shirt sells fish .,467,"butcher shop, meat market","knife,person,blowing,glass,man,cut,board,knife,knife","man,red,black,shirt,sell,fish"
1347001782,People strolling casually across a bridge .,839,suspension bridge,"person,passing,American,football,-in,game-,person,ride,street","people,stroll,bridge"
135235570,A man is being thrown a Frisbee in front of a monument and flags .,557,"flagpole, flagstaff","frisbee,person,passing,American,football,-not,in,game-,man,stand,field,kite","man,throw,frisbee,monument,flag"
1352398363,A boy is covered with marker .,842,"swimming trunks, bathing trunks","person,handbag,grooming,dog,man,stand,grass,head","boy,cover,marker"
1352410176,A blond girl is stepping on vertical logs in the sand .,460,"breakwater, groin, groyne, mole, bulwark, seawall, jetty","person,playing,bagpipes,man,stand,beach,umbrella","blond,girl,step,vertical,log,sand"
1354131040,A gut wearing a plaid shirt with a mustache selling fish at a market .,118,"Dungeness crab, Cancer magister","bowl,person,weaving,basket,man,stand,banana","gut,wear,plaid,shirt,mustache,sell,fish,market"
1355450069,A man is climbing up a wall,972,"cliff, drop, drop-off","person,stretching,arm,man,stand,wooden,wall","man,climb,wall"
135911244,Two officers in uniform chatting in a golf cart .,515,"cowboy hat, ten-gallon hat","truck,person,car,swinging,on,something,people,middle,bus","officer,uniform,chat,golf,cart"
135916133,"A man wearing a yellow shirt is riding a large riding lawn mower , which is spraying cut grass behind him ; pine trees are visible in the background .",621,"lawn mower, mower","person,skateboard,mowing,lawn,man,sit,grass,luggage","man,wear,yellow,shirt,ride,large,riding,lawn,mower,spray,cut,grass,pine,tree,visible,background"
1362276354,A girl with animal earmuffs is making big bubbles .,971,bubble,"bottle,person,handbag,high,kick,woman,stand,crowd,people","girl,animal,earmuff,make,big,bubble"
136552115,A man jumping on his bmx with another bmxer watching .,671,"mountain bike, all-terrain bike, off-roader","bicycle,backpack,person,riding,mountain,bike,man,ride,bike,dirt,road","man,jump,bmx,bmxer,watch"
1365896144,A woman in blue and purple clothing playing pool .,736,"pool table, billiard table, snooker table","person,air,drumming,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,white","woman,blue,purple,clothing,playing,pool"
136644343,A small boy in a horizontal tire swing .,843,swing,"bicycle,motorcycle,person,swinging,on,something,man,hold,head,skateboard","small,boy,horizontal,tire,swing"
136644885,A woman wearing a white shirt and jeans crosses a rope bridge in a wooded area .,839,suspension bridge,"person,climbing,tree,people,stand,fence","woman,wear,white,shirt,jean,cross,rope,bridge,wooded,area"
136679463,A man is performing for a crowd on a tall unicycle .,880,"unicycle, monocycle","person,riding,unicycle,man,ride,bike,build","man,perform,crowd,tall,unicycle"
1370293802,A chef with glasses cooks french bread in a giant oven .,766,rotisserie,"hot,dog,oven,person,refrigerator,sword,fighting,chef,cooking,kitchen,oven","chef,glass,cook,french,bread,giant,oven"
138043357,A man is playing the banjo at a concert .,420,banjo,"person,playing,guitar,man,hold,head,cell,phone","man,play,banjo,concert"
138235288,A blond woman with glasses shops at an outdoor market .,910,wooden spoon,"chair,person,handbag,shaking,hands,group,people,stand,wooden,bench","blond,woman,glass,shop,outdoor,market"
1383840121,A brown dog laying on a blue cover .,211,"vizsla, Hungarian pointer","bed,dog,using,remote,controller,-not,gaming-,brown,dog,stand","brown,dog,lay,blue,cover"
13880312,Woman standing at a graduation event .,667,mortarboard,"handbag,person,tie,juggling,fire,group,people,sit,table","woman,stand,graduation,event"
1389156021,Three young girls are taking part in martial arts .,430,basketball,"person,tv,high,kick,man,stand,room,man","young,girl,take,martial,art"
1389651420,The small boy is excited he will be riding a go-cart .,573,go-kart,"truck,person,shaking,hands,young,boy,sit,boat","small,boy,excite,ride,cart"
1393707375,Two women with dark hair play chess at a table while standing .,611,jigsaw puzzle,"bench,cake,person,handbag,dine,table,bottle,cup,playing,chess,man,sit,table,laptop","woman,dark,hair,play,chess,table,stand"
139539078,"One man in a uniform standing inside a school bus with the backdoor open , while another man sits on top of the boss wearing a similar uniform .",779,school bus,"bus,person,shining,shoes,school,bus,park,school,bus","man,uniform,stand,school,bus,backdoor,open,man,sit,boss,wear,similar,uniform"
139719522,Two men working on a small engine on a dirt road .,491,"chain saw, chainsaw","person,scissor,chopping,wood,man,work,ground,people","man,work,small,engine,dirt,road"
1397923690,A skier wearing a black backpack is making his way down a hill .,795,ski,"backpack,person,ski,skiing,-not,slalom,or,crosscountry-,person,ski,snow,cover,slope","skier,wear,black,backpack,make,way,hill"
1398606571,Girl with innertube in water,801,snorkel,"surfboard,person,boat,playing,tennis,woman,bikini,hold,surfboard,water","girl,innertube,water"
1398766312,"A person is sitting behind a old , black Singer sewing machine with a note taped to their dress .",786,sewing machine,"orange,person,bowl,giving,or,receiving,award,black,white,cat,sit,table,water","person,sit,old,black,singer,sewing,machine,note,tape,dress"
140407961,A man is pouring out the contents of his wheelbarrow .,428,"barrow, garden cart, lawn cart, wheelbarrow","person,playing,harp,man,hold,ground","man,pour,content,wheelbarrow"
140732943,A man with long hair and a beanie is posing with a guitar .,402,acoustic guitar,"couch,chair,bottle,person,playing,guitar,man,hold","man,long,hair,beanie,pose,guitar"
141213544,Two women are standing in a store with a baby in a blue stroller .,788,"shoe shop, shoe-shop, shoe store","chair,person,book,skiing,crosscountry,woman,sit,chair,hold,cell,phone","woman,stand,store,baby,blue,stroller"
141734985,Two kids with helmets on sitting outside while one looks down and the other straight ahead .,518,crash helmet,"person,using,segway,man,sit,bench,street","kid,helmet,sit,look"
1417637704,Two children with brown hair in a trunk of a car .,785,"seat belt, seatbelt","car,person,getting,a,haircut,young,boy,sit,car,seat,car","child,brown,hair,trunk,car"
1418266617,A black and white dog jumps over a pole while splashing water around .,217,"English springer, English springer spaniel","person,dog,training,dog,dog,sit,ground,dog","black,white,dog,jump,pole,splash,water"
1424237335,Two smiling little blond girls in pink pants swing from a metal bar .,602,"horizontal bar, high bar","person,pull,ups,little,girl,stand,outdoor,area","smile,little,blond,girl,pink,pant,swing,metal,bar"
1425013325,Two dogs are playing with each other on a beach by the ocean .,237,miniature pinscher,"cow,dog,shaking,hands,dog,stand,water,dog","dog,play,beach,ocean"
1429546659,A white dog with a branch in his mouth and a black dog .,176,"Saluki, gazelle hound","dog,walking,the,dog,dog,stand,grass,tree","white,dog,branch,mouth,black,dog"
143149186,A middle-aged man working in construction on CAT brand machinery .,561,forklift,"truck,person,driving,tractor,man,stand,dirt,tree","middle,aged,man,work,construction,machinery"
1432196901,"Two female beach volleyball players , facing each other , prepare to strike the ball .",890,volleyball,"sport,ball,bottle,person,playing,tennis,woman,hold,frisbee,sand","female,beach,volleyball,player,face,prepare,strike,ball"
1432411014,a man is admiring art .,611,jigsaw puzzle,"person,reading,book,man,shirt,hold,yellow,umbrella","man,admire,art"
1433088025,The man in the yellow pants is raising his arms .,842,"swimming trunks, bathing trunks","cell,phone,person,stretching,arm,man,bikini,stand,surfboard","man,yellow,pant,raise,arm"
1434155791,A parade drummer playing for the crowd .,541,"drum, membranophone, tympan","person,playing,chess,man,hold,tongue,skateboard","parade,drummer,playing,crowd"
1436661786,A man in a taxi waiting to go .,468,"cab, hack, taxi, taxicab","car,truck,person,catching,fish,yellow,yellow,taxi,taxi,middle","man,taxi,wait"
1436832881,A red PlNe is flying by the queen Elisabeth 2 shooting out red smoke .,628,"liner, ocean liner","person,boat,laying,bricks,large,white,white,photo,old,ship","red,plne,fly,queen,shoot,red,smoke"
143688283,A man with a white shirt and helmet is climbing a mountain .,775,sarong,"person,handbag,weaving,basket,man,green,shirt,stand,wood","man,white,shirt,helmet,climb,mountain"
1437408671,A man and a woman get married in a wedding ceremony .,982,"groom, bridegroom","person,tie,catching,fish,man,suit,tie,tie","man,woman,marry,wedding,ceremony"
1443030135,A girl is playing in a house between a window and a stack of shelves .,655,"miniskirt, mini","person,sign,language,interpreting,young,girl,stand,girl","girl,play,house,window,stack,shelf"
1445123245,Yorkshire Terrier plays with multicolor centipede toy .,201,"silky terrier, Sydney silky","sport,ball,teddy,bear,dog,arranging,flowers,small,dog,red,red,dog,floor","yorkshire,terrier,play,multicolor,centipede,toy"
1453423744,A man drives a blue forklift through a crowd .,561,forklift,"truck,handbag,person,moving,furniture,man,stand,truck,luggage","man,drive,blue,forklift,crowd"
